run_ts,ticker_yf,ticker_tv,price,last,mcap_usd_final,mcap,avg_dollar_vol,tv_score,tv_reco,analyst_bucket,analyst_votes,sector,industry,rank_score,s_trend,s_momo,s_vol,s_volu,s_rs,s_entry,breakout,pullback,squeeze_on,days_to_macd_cross,overextended,sector_pct,liq_score,bucket
2025-09-12T21:14:30Z,NXPI,NXPI,223.2100067138672,223.2100067138672,,,554565176.3366325,1.0,STRONG_BUY,HOLD,,Unknown,Unknown,0.8819444444444444,0.2091,0.3484,0.8984,0.3902,0.2757,0.65,False,True,True,,False,0.5277777777777778,1.0,confirmed
2025-09-12T21:14:30Z,WBA,WBA,11.979999542236328,11.979999542236328,,,430225822.5756882,1.0,STRONG_BUY,HOLD,,Unknown,Unknown,0.8819444444444444,0.365,0.435,0.419,1.0,0.443,0.65,False,True,False,,False,0.5277777777777778,1.0,confirmed
2025-09-12T21:14:30Z,TEL,TEL,212.3999938964844,212.3999938964844,,,320133249.76980436,1.0,STRONG_BUY,HOLD,,Unknown,Unknown,0.8819444444444444,0.7773,0.383,0.8619,0.5486,0.7606,0.0,False,False,True,0.9789885900543199,False,0.5277777777777778,1.0,confirmed
2025-09-12T21:14:30Z,ERIE,ERIE,337.9200134277344,337.9200134277344,,,43755058.58259125,1.0,STRONG_BUY,HOLD,,Unknown,Unknown,0.8819444444444444,0.0,0.3198,0.4063,0.341,0.0609,0.0,False,False,False,4.205259257051357,False,0.5277777777777778,1.0,confirmed
2025-09-12T21:14:30Z,USD,USD,93.58999633789062,93.58999633789062,,,42620962.05864258,1.0,STRONG_BUY,HOLD,,Unknown,Unknown,0.8819444444444444,0.8628,0.6909,0.7143,0.6696,0.7598,0.0,False,False,False,,False,0.5277777777777778,1.0,confirmed
2025-09-12T21:14:30Z,XOM,XOM,112.13999938964844,112.13999938964844,,,1623333055.7593346,1.0,STRONG_BUY,HOLD,,Energy,Unknown,0.8783783783783784,0.0719,0.4137,0.6317,0.6606,0.4164,0.0,False,False,False,,False,0.5135135135135135,1.0,confirmed
2025-09-12T21:14:30Z,CVX,CVX,158.25,158.25,,,1294191089.519998,1.0,STRONG_BUY,HOLD,,Energy,Unknown,0.8783783783783784,0.2315,0.4196,0.8079,0.5583,0.4487,0.0,False,False,True,2.1639713450168947,False,0.5135135135135135,1.0,confirmed
2025-09-12T21:14:30Z,COP,COP,94.12999725341795,94.12999725341795,,,599198331.8817928,1.0,STRONG_BUY,HOLD,,Energy,Unknown,0.8783783783783784,0.0484,0.3578,0.5825,0.3763,0.2502,0.0,False,False,False,4.536578575998329,False,0.5135135135135135,1.0,confirmed
2025-09-12T21:14:30Z,SLB,SLB,36.02999877929688,36.02999877929688,,,504264964.12870103,1.0,STRONG_BUY,HOLD,,Energy,Unknown,0.8783783783783784,0.1157,0.4502,0.4079,0.3588,0.5033,0.0,False,False,False,4.712000560197312,False,0.5135135135135135,1.0,confirmed
2025-09-12T21:14:30Z,VLO,VLO,157.58999633789062,157.58999633789062,,,373918068.9005127,1.0,STRONG_BUY,HOLD,,Energy,Unknown,0.8783783783783784,0.5992,0.555,0.4651,0.6011,0.8899,0.0,False,False,False,3.2290301075351233,False,0.5135135135135135,1.0,confirmed
2025-09-12T21:14:30Z,LNG,LNG,237.07000732421875,237.07000732421875,,,371882917.26678467,1.0,STRONG_BUY,HOLD,,Energy,Unknown,0.8783783783783784,0.1608,0.3849,0.8587,0.3398,0.4113,0.65,False,True,True,5.162118908432487,False,0.5135135135135135,1.0,confirmed
2025-09-12T21:14:30Z,OXY,OXY,46.02000045776367,46.02000045776367,,,361196173.6430019,1.0,STRONG_BUY,HOLD,,Energy,Unknown,0.8783783783783784,0.1703,0.3987,0.7175,0.3,0.4145,0.0,False,False,False,,False,0.5135135135135135,1.0,confirmed
2025-09-12T21:14:30Z,EQT,EQT,50.959999084472656,50.959999084472656,,,330864446.27500266,1.0,STRONG_BUY,HOLD,,Energy,Unknown,0.8783783783783784,0.1059,0.4066,0.7746,0.3,0.2324,0.0,False,False,True,,False,0.5135135135135135,1.0,confirmed
2025-09-12T21:14:30Z,MPC,MPC,182.30999755859372,182.30999755859372,,,314400259.77927244,1.0,STRONG_BUY,HOLD,,Energy,Unknown,0.8783783783783784,0.4512,0.5759,0.5016,0.521,0.8145,0.0,False,False,False,4.446071213858528,False,0.5135135135135135,1.0,confirmed
2025-09-12T21:14:30Z,EOG,EOG,120.0,120.0,,,286877910.97673035,1.0,STRONG_BUY,HOLD,,Energy,Unknown,0.8783783783783784,0.0407,0.3747,0.6381,0.3,0.2899,0.0,False,False,False,4.051739996712849,False,0.5135135135135135,1.0,confirmed
2025-09-12T21:14:30Z,EXE,EXE,95.83999633789062,95.83999633789062,,,281437851.7874527,1.0,STRONG_BUY,HOLD,,Energy,Unknown,0.8783783783783784,0.0,0.5342,0.881,0.3581,0.2274,0.0,False,False,True,,False,0.5135135135135135,1.0,confirmed
2025-09-12T21:14:30Z,FTI,FTI,40.29999923706055,40.29999923706055,,,280376807.93868065,1.0,STRONG_BUY,HOLD,,Energy,Unknown,0.8783783783783784,0.7956,0.7261,0.4905,0.6966,0.8826,0.0,False,False,False,,False,0.5135135135135135,1.0,confirmed
2025-09-12T21:14:30Z,PSX,PSX,132.52000427246094,132.52000427246094,,,278210775.1105148,1.0,STRONG_BUY,HOLD,,Energy,Unknown,0.8783783783783784,0.3218,0.4481,0.7286,0.4955,0.6379,0.0,False,False,False,1.1672327792276294,False,0.5135135135135135,1.0,confirmed
2025-09-12T21:14:30Z,OKE,OKE,73.30000305175781,73.30000305175781,,,245770344.00882643,1.0,STRONG_BUY,HOLD,,Energy,Unknown,0.8783783783783784,0.0,0.3672,0.7175,0.4042,0.1523,0.0,False,False,False,,False,0.5135135135135135,1.0,confirmed
2025-09-12T21:14:30Z,FANG,FANG,138.4199981689453,138.4199981689453,,,242465582.5792923,1.0,STRONG_BUY,HOLD,,Energy,Unknown,0.8783783783783784,0.0,0.3272,0.6841,0.3205,0.1911,0.0,False,False,False,,False,0.5135135135135135,1.0,confirmed
2025-09-12T21:14:30Z,HAL,HAL,22.309999465942383,22.309999465942383,,,229239550.4844246,1.0,STRONG_BUY,HOLD,,Energy,Unknown,0.8783783783783784,0.0897,0.4028,0.8429,0.3,0.4307,0.0,False,False,True,,False,0.5135135135135135,1.0,confirmed
2025-09-12T21:14:30Z,DVN,DVN,35.290000915527344,35.290000915527344,,,225589285.56628838,1.0,STRONG_BUY,HOLD,,Energy,Unknown,0.8783783783783784,0.2083,0.4166,0.7746,0.3361,0.4634,0.0,False,False,True,3.407833870101402,False,0.5135135135135135,1.0,confirmed
2025-09-12T21:14:30Z,BKR,BKR,46.970001220703125,46.970001220703125,,,225192434.13877028,1.0,STRONG_BUY,HOLD,,Energy,Unknown,0.8783783783783784,0.5324,0.4425,0.5762,0.3,0.791,0.0,False,False,False,,False,0.5135135135135135,1.0,confirmed
2025-09-12T21:14:30Z,TRGP,TRGP,165.24000549316406,165.24000549316406,,,215515339.6104706,1.0,STRONG_BUY,HOLD,,Energy,Unknown,0.8783783783783784,0.0,0.3871,0.8794,0.3648,0.2704,0.0,False,False,True,,False,0.5135135135135135,1.0,confirmed
2025-09-12T21:14:30Z,AR,AR,32.84000015258789,32.84000015258789,,,151848405.91174755,1.0,STRONG_BUY,HOLD,,Energy,Unknown,0.8783783783783784,0.0,0.6453,0.8825,0.5038,0.2678,0.0,False,False,True,,False,0.5135135135135135,1.0,confirmed
2025-09-12T21:14:30Z,APA,APA,22.979999542236328,22.979999542236328,,,140084102.11384144,1.0,STRONG_BUY,HOLD,,Energy,Unknown,0.8783783783783784,0.6383,0.4434,0.4381,0.3564,0.8112,0.0,False,False,False,3.059985527411876,False,0.5135135135135135,1.0,confirmed
2025-09-12T21:14:30Z,CTRA,CTRA,24.3700008392334,24.3700008392334,,,132544297.7540761,1.0,STRONG_BUY,HOLD,,Energy,Unknown,0.8783783783783784,0.0,0.4969,0.8476,0.3638,0.269,0.0,False,False,True,,False,0.5135135135135135,1.0,confirmed
2025-09-12T21:14:30Z,PR,PR,13.949999809265137,13.949999809265137,,,127496977.8219235,1.0,STRONG_BUY,HOLD,,Energy,Unknown,0.8783783783783784,0.1185,0.4014,0.5143,0.3381,0.3464,0.65,False,True,False,,False,0.5135135135135135,1.0,confirmed
2025-09-12T21:14:30Z,OVV,OVV,42.369998931884766,42.369998931884766,,,120380876.14303914,1.0,STRONG_BUY,HOLD,,Energy,Unknown,0.8783783783783784,0.2503,0.5328,0.646,0.3783,0.5514,0.0,False,False,False,,False,0.5135135135135135,1.0,confirmed
2025-09-12T21:14:30Z,DINO,DINO,51.720001220703125,51.720001220703125,,,119171968.38274917,1.0,STRONG_BUY,HOLD,,Energy,Unknown,0.8783783783783784,0.9013,0.3964,0.5825,0.4535,0.9933,0.0,False,False,False,0.5035594649941193,False,0.5135135135135135,1.0,confirmed
2025-09-12T21:14:30Z,TPL,TPL,938.989990234375,938.989990234375,,,118059190.81140137,1.0,STRONG_BUY,HOLD,,Energy,Unknown,0.8783783783783784,0.0,0.5975,0.9746,0.6326,0.264,0.0,False,False,True,,False,0.5135135135135135,1.0,confirmed
2025-09-12T21:14:30Z,CIVI,CIVI,32.849998474121094,32.849998474121094,,,104973929.54397583,1.0,STRONG_BUY,HOLD,,Energy,Unknown,0.8783783783783784,0.3534,0.3578,0.746,0.5759,0.3169,0.0,False,False,False,,False,0.5135135135135135,1.0,confirmed
2025-09-12T21:14:30Z,VNOM,VNOM,38.9900016784668,38.9900016784668,,,95640659.48536396,1.0,STRONG_BUY,HOLD,,Energy,Unknown,0.8783783783783784,0.0,0.3982,0.5524,0.5918,0.291,0.0,False,False,False,0.24891971365614957,False,0.5135135135135135,1.0,confirmed
2025-09-12T21:14:30Z,RRC,RRC,35.18000030517578,35.18000030517578,,,91870594.7268425,1.0,STRONG_BUY,HOLD,,Energy,Unknown,0.8783783783783784,0.0,0.6934,0.8921,0.4885,0.2861,0.0,False,False,True,,False,0.5135135135135135,1.0,confirmed
2025-09-12T21:14:30Z,CHRD,CHRD,104.87000274658205,104.87000274658205,,,85806551.5383606,1.0,STRONG_BUY,HOLD,,Energy,Unknown,0.8783783783783784,0.0777,0.3669,0.7667,0.4625,0.3763,0.0,False,False,False,4.269879081175266,False,0.5135135135135135,1.0,confirmed
2025-09-12T21:14:30Z,DTM,DTM,107.33999633789062,107.33999633789062,,,71406145.55179901,1.0,STRONG_BUY,HOLD,,Energy,Unknown,0.8783783783783784,0.1757,0.7435,0.819,0.5773,0.4494,0.0,False,False,False,,False,0.5135135135135135,1.0,confirmed
2025-09-12T21:14:30Z,MTDR,MTDR,48.59000015258789,48.59000015258789,,,63098061.940191075,1.0,STRONG_BUY,HOLD,,Energy,Unknown,0.8783783783783784,0.0163,0.3881,0.6587,0.3029,0.3438,0.0,False,False,False,0.377206253730837,False,0.5135135135135135,1.0,confirmed
2025-09-12T21:14:30Z,WFRD,WFRD,62.720001220703125,62.720001220703125,,,50711483.585171506,1.0,STRONG_BUY,HOLD,,Energy,Unknown,0.8783783783783784,0.5231,0.4399,0.6889,0.3189,0.7907,0.0,False,False,False,,False,0.5135135135135135,1.0,confirmed
2025-09-12T21:14:30Z,AM,AM,18.489999771118164,18.489999771118164,,,43512309.544303894,1.0,STRONG_BUY,HOLD,,Energy,Unknown,0.8783783783783784,0.1498,0.6652,0.8619,0.5143,0.4458,0.8,True,False,True,,False,0.5135135135135135,1.0,confirmed
2025-09-12T21:14:30Z,NOV,NOV,13.3100004196167,13.3100004196167,,,40960398.55644317,1.0,STRONG_BUY,HOLD,,Energy,Unknown,0.8783783783783784,0.077,0.4929,0.6508,0.3,0.4796,0.0,False,False,False,3.8872296659271,False,0.5135135135135135,1.0,confirmed
